taxonID	vernacularName	language	countryCode	locality	transliteration
316443	Chile eriococcin	English			
316444	Kiritchenko's felt scale	English			
316450	box scale	English			
316470	isis scale	English			
316473	Peony Scale	English	058	world	
316473	Japanese camellia scale	English			
316485	gingging scale	English			
316551	oyster scale	English			
316551	mango scale	English			
316551	Oleander scale	English			
316551	false oleander scale	English			
316551	Fullaway oleander scale	English			
316551	magnolia white scale	English			
316609	Oleander scale	English			
316609	waratah scale	English			
316609	white palm scale	English			
316684	Indian wax scale	English			
316691	cochenille du mûrier	French			
316691	cochinilla blanca del duraznero o Diaspis	Spanish			
316691	mulberry scale	English			
316691	west indian peach scale	English			
316691	West Indian scale	English			
316691	white peach scale	English			
316691	white plum scale	English			
316691	white scale	English			
316739	white prunicola scale	English			
316769	cochenille du mûrier	French			
316769	cochinilla blanca del duraznero o Diaspis	Spanish			
316769	mulberry scale	English			
316769	west indian peach scale	English			
316769	West Indian scale	English			
316769	white peach scale	English			
316769	white plum scale	English			
316769	white scale	English			
316812	DeLotto iceplant scale	English	US	USA	
316815	flathead scale	English			
316816	bowrey scale	English			
316816	bowrey scale	English	032	throughout the world	
316843	Brown pseudoparlatoria scale	English			
316872	false parlatoria scale	English			
316872	parlatoria-like scale	English			
316872	acalypha scale	English			
316872	gray scale	English			
316877	false parlatoria scale	English			
316877	parlatoria-like scale	English			
316891	false parlatoria scale	English			
316891	parlatoria-like scale	English			
316930	Oak scale	English			
316940	mango scale	English			
316992	bol'shaya ephedrovaya shitovka	Russian	RU	Russia	
317002	polinnaya shitovka	Russian	RU	Russia	
317002	shitovka Kirichenko	Russian	RU	Russia	
317023	chiligovaya shitovka	Russian	RU	Russia	
317026	dearness scale	English	130	U.S.A.: California, Florida	
317042	cottony grass scale	English			
317085	silver-leaf-tree chionaspis	English			
317093	cottony camellia scale	English			
317093	Pulvinaria	Esperanto			
317121	nebulose scale	English			
317124	Arizona rugaspidiotus scale	English			
317139	escama del sauce	Spanish			
317139	large snow-scale	English			
317139	lychee bark scale	English			
317219	brownish euphorbia scale	English	072	U.S.A.: California	
317299	atriplex scale	English			
317305	dalea scale	English			
317339	Kellogg scale	English			
317387	bigelovia scale	English	072	U.S.A.: California	
317413	small spruce-bud scale	English			
317413	spruce bud scale	English			
317473	willow scale	English			
317507	mistletoe scale	English			
317584	fasciola scale	English			
317640	citrus snow scale	English			
317640	cochinilla acanalada de los citricos	Spanish			
317640	cochonilha branca da laranjeira	Portuguese			
317640	guagua nevada de los cítricos	Spanish			
317640	orange chionaspis	English			
317640	la escama de nieve en citricos	Spanish			
317640	white louse	English			
317640	orange snow scale	English			
317640	white louse scale	English			
317640	white snow scale	English			
317666	cochenille du fusain	French			
317666	euonymus scale	English			
317666	spindle berry scale	English			
317666	spindle tree hard scale	Russian			
317703	arrowhead scale	English			
317703	arrow-head scale	English			
317703	yanon scale	English			
317703	escama de Yanon	Spanish			
317703	yanone scale	English			
317734	dentate scale	English			
317801	mesquite scale	English			
317817	iceplant scale	Eng	032	throughout the world	
317837	seashore eriococcin	English			
317845	arenariae eriococcin	English			
317882	gum tree scale	English	059	United States of America	
317882	blue gum scale	English			
317882	common gum scale	English			
317882	rice bubble scale	English			
317892	pittosporum eriococcin	English			
317893	smooth felt scale	English			
317895	Polish felt scale	English			
317917	Barr eriococcin	English			
317953	Mount Diablo eriococcin	English			
317953	grass eriococcin	Eng			
317981	Davidson eriococcin	English			
317984	Denno eriococcin	English			
317986	desert felt scale	English			
317993	sundew eriococcin	English			
318003	pointed hair eriococcin	English			
318021	Froebe eriococcin	English			
318055	Kempton eriococcin	English			
318055	Howell eriococcin	Eng			
318057	Kempton eriococcin	English			
318057	Hoy eriococcin	English			
318076	large pore eriococcin	English			
318080	middle seta eriococcin	English			
318085	small seta eriococcin	English			
318094	single seta eriococcin	English			
318106	Munro's felt scale	English			
318123	few setae eriococcin	English			
318126	snake-like eriococcin	English			
318231	cruciform pore eriococcin	English			
318243	numerous setae eriococcin	English			
318265	Washington eriococcin	English			
318267	Whitehead eriococcin	English			
318278	Balachowsky's felt scale	English			
318379	Linnaeus' felt scale	English	059	United States of America	
318381	big-eyed ovaticoccin	English			
318382	dense-character ovaticoccin	English			
318388	beech scale	English	059	United States of America	
318388	felted beech coccus	English	GB	United Kingdom	
318388	beech eriococcin	English			
318388	beech coccus	English			
318490	ash scale	English			
318490	felted ash coccus	English	GB	United Kingdom	
318490	ash bark scale	English			
318490	ash coccus	English			
318490	felted ash scale	English			
318494	Brown's eriococcin	English			
318495	spinose eriococcin	English			
318496	agave ovaticoccin	English			
318498	box scale	English			
318508	European elm scale	English	059	United States of America	
318508	imported elm bark louse	English	059	United States of America	
318508	cochenille de l'orme	French			
318510	heather scale	English			
318514	maple bark scale	English			
318524	casuarina gall	English			
318557	chamise eriococcin	English			
318557	cottony greasewood scale	English			
318557	greasewood eriococcus	English			
318570	araucaria scale	English	059	United States of America	
318570	Norfolk Island pine scale	English	059	United States of America	
318570	araucaria mealybug	English			
318570	araucaria pest	English			
318570	felted pine coccid	English			
318570	Norfolk Island pine eriococcin	English			
318575	manzanita eriococcin	English			
318578	sand eriococcin	English			
318589	azalea bark scale	English	059	United States of America	
318589	spirea scale	English	059	United States of America	
318589	eriococcus scale	English			
318600	Linnaeus' felt scale	English	059	United States of America	
318633	Cactus mealybug	English			
318633	woolly cactus scale	English	059	United States of America	
318633	cactus eriococcin	English			
318633	cactus spine scale	English			
318633	spine mealybug	English			
318644	eriogonum eriococcin	English			
318648	euphorbia eriococcin	English			
318650	spatulate seta eriococcin	English			
318655	Bermuda-grass felt scale	English			
318672	Mount Diablo eriococcin	English			
318677	eriococcido incierto	Spanish			
318677	uncertain eriococcin	English			
318685	heather scale	English			
318689	woolly felt scale	English			
318691	beech bark scale	English	059	United States of America	
318703	Newstead's felt scale	English			
318703	remarkable felt scale	English	059	United States of America	
318703	conspicuous felt scale	English			
318703	remarkable eriococcin	English			
318704	macadamia felted coccid	English	059	United States of America	
318716	Gerberg eriococcin	English			
318718	currant soft scale	English			
318721	grass felt scale	English			
318727	grass scale	Chinese			
318732	Newstead's felt scale	English			
318772	Kempton eriococcin	English			
318786	crapemyrtle scale	Chinese			
318791	creosote eriococcin	English			
318825	Missouri eriococcin	English			
318838	navarino eriococcin	English			
318839	neglected eriococcin	English			
318860	manuka scale	English	059	United States of America	
318860	manuka blight	English			
318866	pallid eriococcus	English	059	United States of America	
318868	excrescent scale	English			
318869	marsh eriococcin	English			
318875	tanekaha scale	English	059	United States of America	
318887	purple beech scale	English	059	United States of America	
318938	Nagoli lac	English			
318938	Schleichera trijuga lac	English			
318957	totara rhizococccus	English	059	United States of America	
319071	Bei-Bienko's mealybug	English			
319076	slender mealybug	English			
319119	sea-shore mealybug	English			
319133	Fletcher scale	English			
319159	bladhia scale	Chinese			
319168	atriplex ensign scale	English			
319178	agrimony orthezia	Chinese	CN	China	
319179	artemisia ensign scale	English			
319179	sage orthezia	English			
319200	heather soft scale	English			
319210	boreal felt scale	English			
319217	Raithby's scale	English	059	United States of America	
319221	slender seta eriococcin	English			
319234	Smith eriococcin	English			
319241	oak felt scale	English			
319253	salt eriococcin	English			
319280	star eriococcin	English			
319292	Texas eriococcin	English			
319294	dome seta eriococcin	English			
319300	Tinsley eriococcin	English			
319301	cryptic eriococcin	English			
319302	acer scale	Chinese			
319338	guava cottony scale	English			
319355	laurel eriococcin	English			
319380	falsebrome felt scale	English			
319389	Tereznikova's felt scale	English			
319397	Matesova's felt scale	English			
319402	obscure ovaticoccin	English			
319410	native ovaticoccin	English			
319423	Charlin eriococcin	English			
319425	Chile nothofagus eriococcin	English			
319611	bare eriococcin	English			
319614	franseria ovaticoccin	English			
319615	variable ovaticoccin	English			
319631	eriogonum ovaticoccin	English			
319632	Johnson's ovaticoccin	English			
319637	bright red ovaticoccin	English			
319649	California ovaticoccin	English			
319651	McKenzie's ovaticoccin	English			
319654	Parker ovaticoccin	English			
319657	salvia ovaticoccin	English			
319694	Borchsenius' felt scale	English			
319711	heather scale	English			
319716	pit making maire scale	English	059	United States of America	
319728	Danzig's felt scale	English			
319735	beech rhizococcus	English	059	United States of America	
319737	spotted beech scale	English	059	United States of America	
319762	picturesque rhizococcus	English	059	United States of America	
319766	oak eriococcus	English	059	United States of America	
319766	oak eriococcin	English			
319782	wax trail eriococcin	English			
319788	hypericum mealybug	English	059	United States of America	
319788	St. John's-wort eriococcin	English			
319803	fir bud scale	English	US	USA	
319838	southern red-oak kermes	English			
319840	Ferris's kermes	English			
319855	Mediterranean scale	English			
319867	kermes berry	English			
319867	striped kermes	English			
319889	Arizona kermes	English			
319903	English oak kermes	English			
319910	mirabilis kermes	English			
319910	Rattan's kermes	English			
319910	western kermes	English			
319913	bark-crevice kermes	English			
319918	Sasscer's kermes	English			
319919	cottony kermes	English			
319919	the cottony kermes		US	USA	
319957	native cochineal	Eng	AU	Australia	
319957	native shellac	Eng	AU	Australia	
319970	Austin's kermes	English			
319971	pearl-like kermes	English			
319982	black-punctured kermes	English			
319982	Branigan's kermes	English			
319991	Cockerell's kermes	English			
319993	kermes berry	English			
319993	striped kermes	English			
319994	Iselin's kermes	English			
319998	northern red-oak kermes	Eng			
320005	black-punctured kermes	English			
320005	Essig's kermes	English			
320012	gall-like kermes	English			
320012	pin-oak kermes	English			
320014	live oak kermes	English			
320018	humped kermes	English			
320019	Gillette's kermes	English			
320023	giant kermes	English			
320026	ban oak grey scale	English			
320028	Kosztarab's gall-like coccoid	English			
320041	Oak globular scale	English			
320042	Nawa globular scale	English			
320048	black-punctured kermes	English			
320049	white kermes	English			
320049	the white kermes		US	USA	
320052	chinquapin kermes	English			
320052	the chinquapin kermes		US	USA	
320062	chestnut oak kermes	English			
320063	burr oak kermes	English			
320063	post oak scale	English			
320063	pubescent leaf kermes	English			
320077	southern kermes	English			
320078	large globular scale	English			
320079	kermes berry	English			
320085	Transcaucasicus kermes	Romanian			
320101	leaf kermes	English			
320112	gall kermes	English			
320112	the gall kermes		US	USA	
320123	forest kermes	English			
320637	acorus orthezia	Chinese			
320637	ensign coccid	English	059	United States of America	
320637	nettle ensign scale	English	059	United States of America	
320637	cochenille de l'Ortie	French			
320643	subterranean ensign scale	English			
320735	grass ensign scale	English			
320747	croton bug	English			
320747	greenhouse mealybug	English			
320747	greenhouse orthezia	English			
320747	jacaranda bug	English			
320747	Kew bug	English			
320747	lantana blight	English			
320747	lantana bug	English			
320747	marsupial coccid	English			
320747	Maui blight	English			
320747	sugar-iced bug	English			
320750	acorus orthezia	Chinese			
320759	boreal ensign scale	English	059	United States of America	
320796	bladhia scale	Chinese			
320844	date palm scale	English			
320844	Marlatt scale	English			
320844	Marlatti scale	English			
320844	red date palm scale	English			
320844	red date scale	English			
320863	Newcomber's ensign scale	English			
320872	western ensign scale	English			
320872	western orthezia	English			
320905	citrus orthezia	English	059	United States of America	
320905	horned lamellated scale	English	059	United States of America	
320905	croton bug	English			
320915	sacrobatus ensign scale	English			
320930	spanish moss orthezia	English			
320941	yasushi orthezia	Chinese	CN	China	
321001	moss ensign scale	English	059	United States of America	
321010	alpine ensign scale	English	059	United States of America	
321010	jardlus				
321010	insectum cancroides				
321134	Simonds' mealybug	English	040	USA: California	
321141	cottony bamboo scale	English	001	Hawaii	
321141	cottony bamboo mealybug	English			
321146	densepored mealybug	English	032	throughout the world	
321166	Kunow's mealybug	English			
321172	hardy root mealybug	English			
321179	Cactus mealybug	English	058	world	
321191	obscure mealybug	English			
321193	grey mealybug	English	PH	Philippines	
321193	striped mealybug	English	032	throughout the world	
321193	white-tailed mealybug	English	IN	India	
321198	karoo thorn mealybug	English	ZA	South Africa	
321198	Lebbeck mealybug	English	EG	Egypt	
321198	spherical mealybug	English	032	throughout the world	
321207	grey mealybug	English	PH	Philippines	
321207	striped mealybug	English	032	throughout the world	
321207	white-tailed mealybug	English	IN	India	
321207	striped mealy bug		US	USA	
321232	superb mealybug	English			
321295	abnormal mealybug	English	040	USA: California	
321300	hoarhound mealybug	English			
321317	felted grass coccid	English	AU	Australia	
321317	grass-root Antonina	English	001	Hawaii	
321317	rhodesgrass scale	English	058	world	
321321	bog-reed scale	English	FR	France	
321321	legless reed mealybug	English			
321324	noxious bamboo mealybug	English	040	USA: California	
321325	false-brome scale	English			
321325	red legless mealybug	English			
321346	Walker's mealybug	English			
321362	cottony grass scale	English			
321373	cottony grass scale	English			
321381	McKenzie adenostoma mealybug	English	032	throughout the world	
321381	adenostoma heliococcus mealybug	English			
321388	Atriplex mealybug	English			
321388	Atriplex mealybug	English	032	throughout the world	
321388	saltbrush mealybug	English			
321391	Bohemian mealybug	English			
321401	Bazarov's mealybug	English			
321422	large-celled mealybug	English	040	USA: California	
321425	imperial mealybug	English	040	USA: California	
321427	nest mealybug	English	040	USA: California	
321442	false-brome scale	English			
321442	red legless mealybug	English			
321468	false-brome scale	English			
321468	legless fescue mealybug	English			
321468	red legless mealybug	English			
321486	fescue mealybug	English			
321508	Takahashi lawn mealybug	English	US	USA	
321531	spruce mealybug	English	032	throughout the world	
321536	sedge mealybug	English			
321634	ambiguous mealybug	English	040	USA: California	
321647	dorsal-cerarius mealybug	English	US	USA	
321656	hairy mealybug	English			
321705	Danzig's mealybug	English			
321716	clover root mealybug	English	040	USA: California	
321718	abortive mealybug	English	040	USA: California	
321719	abronia mealybug	English			
321719	abronia mealybug	English	040	USA: California	
321729	short-legged mealybug	English	058	world	
321731	purple mealybug	English	040	USA: California	
321734	conicalseta mealybug	English	040	USA: California	
321735	coxa mealybug	English	040	USA: California	
321740	porous mealybug	English	032	throughout the world	
321744	Viktorin grass mealybug	English			
321754	interrupted mealybug	English			
321774	penultimate mealybug	English	032	throughout the world	
321779	many-pored mealybug	English	032	throughout the world	
321780	California tea mealybug	English	032	throughout the world	
321790	short-antennae mealybug	English	032	throughout the world	
321793	Snelling mealybug	English	032	throughout the world	
321804	Wilkey mealybug	English	032	throughout the world	
321805	Wilson mealybug	English	032	throughout the world	
321806	small yucca mealybug	English			
321806	small yucca mealybug	English	032	throughout the world	
321810	hairy Circaputo mealybug	English			
321846	succulent mealybug	English	058	world	
321846	lily bulb mealybug	English			
321848	manna mealybug	English	058	world	
321848	manna scale	English	058	world	
321855	trochanter mealybug	English	US	USA	
321857	clover root mealybug	English	040	USA: California	
321895	baldcypress mealybug	English			
321915	tubulate mealybug	English	032	throughout the world	
321919	bilberry mealybug	English	032	throughout the world	
321940	Anderson mealybug	English	040	USA: California	
321946	golden mealybug	English	032	throughout the world	
321951	azalea mealybug	English			
321951	azalea mealybug	English	032	throughout the world	
321953	citrophilus mealybug	English	032	throughout the world	
321953	gray sugarcane mealybug	English	001	Hawaii	
321956	pineapple mealybug	English	032	throughout the world	
321956	chanchito blanca de la pina	Spanish			
321961	citrophilus mealybug	English	032	throughout the world	
321963	Pacific mealybug	English	PH	Philippines	
321982	Comstock mealybug	English	058	world	
321982	japanese  mealybug	English			
321982	Japanese mealybug	English			
321984	white sage mealybug	English	040	USA: California	
321997	ephedra mealybug	English			
321997	ephedra mealybug	English	040	USA: California	
322001	eriogonum mealybug	English			
322001	eriogonum mealybug	English	040	USA: California	
322006	cocciniglia farinosa della vite	Italian	IT	Italy	
322006	grapevine mealybug	English	058	world	
322006	la cochenille farineuse de la vigne	French	FR	France	
322006	vine mealybug	English	058	world	
322006	cochonilha algodeo da vinha	Portuguese			
322006	cotonet de la vid	Spanish			
322006	Mediterranean vine mealybug	English			
322006	subterranean vine mealy bug	English			
322018	Borchsenius-Quince mealybug	English			
322018	quince mealybug	English			
322034	Gutierrezia mealybug	English	040	USA: California	
322058	Japanese mealybug	English	032	throughout the world	
322065	sagebrush mealybug	English			
322073	cotonet longispino	Esperanto	ES	Spain	
322073	long tailed mealybug	English	058	world	
322073	longtailed mealybug	English	058	world	
322073	long-tailed mealybug	English	058	world	
322073	kimhit aruqat zanav	Hebrew			
322082	cotonet maritimo	Esperanto	ES	Spain	
322082	grape mealybug	English	US	USA	
322082	canchitos blancos de la uva de mesa	Spanish			
322082	Baker's mealybug	English			
322082	American grape mealybug	English			
322082	ocean mealybug	English			
322090	cochonilha-algodao-amarelo	Portuguese	PT	Portugal	
322090	coconut mealybug	English	032	throughout the world	
322090	kentia mealybug	English			
322090	kentia mealybug	English	US	USA	
322096	olive-brown mealybug	English	040	USA: California	
322103	Kuwana pine mealybug	English	032	throughout the world	
322107	mesquite mealybug	English	040	USA: California	
322114	interior live oak mealybug	English	040	USA: California	
322117	thrift root mealybug	English			
322121	rose-colored mealybug	English	032	throughout the world	
322123	cypress mealybug	English	032	throughout the world	
322125	pink sugarcane mealybug	English	058	world	
322125	pink sugar-cane mealybug	English	058	world	
322130	salt grass mealybug	English	032	throughout the world	
322137	redwood mealybug	English	040	USA: California	
322150	Southern California mealybug	English			
322150	Southern California mealybug	English	040	USA: California	
322152	oak soft scale	English			
322169	sedge mealybug	English	032	throughout the world	
322170	six-circuli mealybug	English	032	throughout the world	
322172	hopi mealybug	English	032	throughout the world	
322173	simple mealybug	English	032	throughout the world	
322174	notable mealybug	English	032	throughout the world	
322179	arundo mealybug	English			
322179	arundo mealybug	English	032	throughout the world	
322185	large-circulus mealybug	English	032	throughout the world	
322195	citrus mealybug	English			
322195	citrus mealybug	English	032	throughout the world	
322195	cochonilha-algodao	Portuguese	PT	Portugal	
322195	kimhit hehadar	Hebrew			
322195	cotonet	Esperanto			
322195	piojo de los cítricos	Spanish			
322201	Comstock mealybug	English	058	world	
322201	japanese  mealybug	English			
322201	Japanese mealybug	English			
322201	Monterey pine mealybug	English	157	California	
322219	short-digitule mealybug	English	032	throughout the world	
322235	digitule mealybug	English			
322242	desert Dysmicoccus mealybug	English			
322246	asian coconut mealybug	English			
322254	hurd dysmicoccus mealybug	English			
322273	McKenzie mealybug	English	032	throughout the world	
322278	Miller mealybug	English			
322279	modoc grass mealybug	English	072	U.S.A.: California	
322289	annona mealybug	English	PH	Philippines	
322306	McKenzie pine mealybug	English	032	throughout the world	
322306	pine dysmicoccus mealybug	English			
322306	pine dysmicoccus mealybug	English	032	throughout the world	
322308	multilocular mealybug	English	032	throughout the world	
322313	cluster mealybug	English	032	throughout the world	
322316	pea tree scale	English			
322334	blueberry mealybug	English			
322335	small mealybug	English	032	throughout the world	
322347	wormwood mealybug	English			
322356	Ferris grass mealybug	English	032	throughout the world	
322356	Ferris grass mealybug	English			
322536	Johnson grass mealybug	English			
322551	girdled mealybug	English	032	throughout the world	
322551	Saratoga mealybug	English			
322556	Morrison's mealybug	English			
322561	multiple-setae mealybug	English	032	throughout the world	
322570	wheat mealybug	English			
322570	naked grass-mealybug	English			
322580	Osborn mealybug	Eng			
322582	maple mealybug	English			
322592	pauper mealybug	English	032	throughout the world	
322617	dwarf mealybug	English	032	throughout the world	
322640	false puto mealybug	English			
322650	beech mealybug	Eng			
322719	Campbell mealybug	English			
322742	largeduct mealybug	English			
322790	narrow mealybug	English			
322827	associated root mealybug	English	PH	Philippines	
322829	coffee root mealybug	English			
322829	coffee root mealybug	English	PH	Philippines	
322872	snow mealybug	English			
322879	pink root mealybug	English			
322891	Sulc's mealybug	English			
322958	Rau mealybug	English			
322975	Ferris Atriplex mealybug	English			
322977	salt grass mealybug	English			
322978	black-greasewood mealybug	English			
322984	inornate mealybug	English			
322993	Rau mealybug	English			
323005	strange mealybug	English			
323007	spinose mealybug	English			
323124	Balachowsky mealybug	English	058	world	
323156	long mealybug	English	032	throughout the world	
323169	elongate mealybug	English	032	throughout the world	
323171	Nagy's mealybug	English	032	throughout the world	
323176	needlegrass mealybug	English			
323191	Koteja's mealybug	English			
323201	sand-loving mealybug	English			
323226	associated mealybug	English	040	USA: California	
323230	viviparous ground mealybug	English	040	USA: California	
323238	graminis ground mealybug	English	040	USA: California	
323267	bicerarian mealybug	English	032	throughout the world	
323287	Eriocereus mealybug	English	US	USA	
323294	marsh mealybug	English			
323314	foreign mealybug	English	US	USA	
323319	buffalo mountain mealybug	English	US	USA	
323322	pine bark mealybug	English	040	USA: California	
323327	mimic mealybug	English	040	USA: California	
323329	composite puto	English	040	USA: California	
323329	nulliporus mealybug	English	040	USA: California	
323336	Laing's root mealybug	English			
323342	cacticans mealybug	English	032	throughout the world	
323465	Lando mealybug	English	US	USA	
323473	La cochenille du papayer	French			
323549	Allen mealybug	English	032	throughout the world	
323569	banana mealybug	English	US	USA	
323580	barley mealybug	English	032	throughout the world	
323588	perforated mealybug	English	040	USA: California	
323589	north coast mealybug	English			
323589	canarygrass mealybug	English			
323589	Komosinska's mealybug	English			
323591	mistletoe mealybug	English	040	USA: California	
323599	spruce mealybug	English	040	USA: California	
323600	Simmondsia mealybug	English	040	USA: California	
323614	cottony cypress scale	English	157	California	
323614	cypress bark mealybug	English	157	California	
323614	cypress bark scale	English	157	California	
323622	felted grass coccid	English	AU	Australia	
323622	grass-root Antonina	English	001	Hawaii	
323622	rhodesgrass scale	English	058	world	
323625	spirea soft scale	English			
323631	yellow mealybug	English	032	throughout the world	
323639	carex mealybug	English			
323641	cereal mealybug	English	PH	Philippines	
323655	Makiling mealybug	English	PH	Philippines	
323689	Evelyna's mealybug	English			
323827	American grass mealybug	English			
323843	maple mealybug	English			
323852	artemisia mealybug	English			
323852	artemisia mealybug	English	032	throughout the world	
323862	oat mealybug	English	032	throughout the world	
323876	cajon mealybug	English	032	throughout the world	
323885	celtis mealybug	English			
323885	celtis mealybug	English	032	throughout the world	
323893	Coleman mealybug	English	032	throughout the world	
323893	garrya mealybug	English	032	throughout the world	
323908	two-circuli mealybug	English	032	throughout the world	
323909	imperfect mealybug	English			
323911	destitute mealybug	English	032	throughout the world	
323912	dicoria mealybug	English			
323912	dicoria mealybug	English	032	throughout the world	
323917	echeveria mealybug	English			
323917	echeveria mealybug	English	032	throughout the world	
323924	eremicus mealybug	English	032	throughout the world	
323925	cerarii mealybug	English	032	throughout the world	
323926	California poppy mealybug	English	032	throughout the world	
323933	Evelyna's mealybug	English			
323944	giant mealybug	English	032	throughout the world	
323951	Mexican mealybug	English			
323951	Mexican mealybug	English	032	throughout the world	
323956	ryegrass mealybug	English	032	throughout the world	
323985	pink hibiscus mealybug	English			
323985	pink hibiscus mealybug	English	032	throughout the world	
323985	pink mealybug	English	IN	India	
323985	hirsutus mealybug	English			
323985	La cochenille de l'Hibiscus	French			
323994	Hortons mealybug	English			
323995	hurd phenacoccus mealybug	English	032	throughout the world	
324003	alpine sedge scale	English			
324009	unadorned mealybug	English	032	throughout the world	
324011	harmless mealybug	English	032	throughout the world	
324013	infernal mealybug	English	032	throughout the world	
324016	eggplant mealybug	English	PH	Philippines	
324020	Green's mealybug	English	032	throughout the world	
324039	slavonic mealybug	English			
324050	lotus mealybug	English			
324050	lotus mealybug	English	032	throughout the world	
324052	Mexican mealybug	English			
324052	Mexican mealybug	English	032	throughout the world	
324054	cassava mealybug	English	032	throughout the world	
324056	woodrush soft scale	English			
324059	large-duct mealybug	English	032	throughout the world	
324071	minimus mealybug	English	032	throughout the world	
324087	solanum mealybug	English			
324087	solanum mealybug	English	032	throughout the world	
324088	solenopsis mealybug	English	032	throughout the world	
324095	philippine mango mealybug	English	PH	Philippines	
324098	betony mealybug	English			
324116	Morrison mealybug	English			
324116	pecan mealybug	English			
324122	polyphagous mealybug	English			
324130	Nakahara mealybug	English	US	USA	
324133	Comstock mealybug	English	058	world	
324133	japanese  mealybug	English			
324133	Japanese mealybug	English			
324133	new sea mealybug	English	US	USA	
324138	Utah grass mealybug	English			
324140	Venezuela orchid mealybug	English	US	USA	
324141	beech mealybug	English			
324164	implicated mealybug	English	040	USA: California	
324168	two-humped soft scale	English			
324175	Keifer mealybug	English	040	USA: California	
324176	desert mealybug	English	040	USA: California	
324185	birch mealybug	English			
324188	dorsal-spine mealybug	English	US	USA	
324191	Parker mealybug	English	040	USA: California	
324192	franseria mealybug	English	040	USA: California	
324192	franseria mealybug	English	072	U.S.A.: California	
324192	small circulus mealybug	English	040	USA: California	
324196	pressus mealybug	English	040	USA: California	
324200	chaparral mealybug	English	040	USA: California	
324213	burro-weed mealybug	English	040	USA: California	
324267	malicious mealybug	English	032	throughout the world	
324366	Japanese mealybug	English	PH	Philippines	
324370	oak cerococcus	English	059	United States of America	
324370	oak wax scale	English	059	United States of America	
324428	arundinaria mealybug	English			
324428	arundinaria mealybug	English	032	throughout the world	
324443	Nakahara  mealybug	English	US	USA	
324454	aberrant mealybug	English	032	throughout the world	
324457	apple mealybug	English	032	throughout the world	
324457	polyphagous tree mealybug	English	032	throughout the world	
324460	yarrow mealybug	English			
324462	Gila Bend mealybug	English	032	throughout the world	
324463	acute mealybug	English			
324466	chamise mealybug	English	040	USA: California	
324481	Spanish moss mealybug	English	032	throughout the world	
324484	Oleander scale	English	ZA	South Africa	
324508	high arctic mealybug	English			
324522	Borchsenius' grass scale	English			
324528	Mexican orchid mealybug	English	032	throughout the world	
324547	aerial root mealybug	English	PH	Philippines	
324563	Bermuda mealybug	English	032	throughout the world	
324580	heather mealybug	English	040	USA: California	
324654	citriculus mealybug	English	058	world	
324654	Comstock mealybug	English	058	world	
324654	cryptic mealybug	English	PH	Philippines	
324654	japanese  mealybug	English			
324654	Japanese mealybug	English			
324654	kimhit havuya	Hebrew			
324660	California nutmeg mealybug	English	040	USA: California	
324674	sotol mealybug	English			
324681	yarrow mealybug	English	032	throughout the world	
324686	New Zealand flax mealybug	English			
324688	buttonweed mealybug	English			
324692	dispar mealybug	English	040	USA: California	
324693	diverse mealybug	English	040	USA: California	
324694	false trochanter mealybug	English			
324695	Riley citrus mealybug	English	US	USA	
324701	western trochanter mealybug	English	US	USA	
324731	Galapogos mealybug	English	US	USA	
324760	Hamberd's mealybug	English			
324766	sunflower mealybug	English	032	throughout the world	
324789	imported mealybug	English	040	USA: California	
324798	island mealybug	English	US	USA	
324800	Tadzhik mealybug	English			
324800	Williams grass mealybug	English			
324803	banana mealybug	English	US	USA	
324803	Jack Beardsley mealybug	English	US	USA	
324810	Juncus mealybug	English			
324812	juniper mealybug	English	260	North America	
324824	Coffee mealybug	English			
324854	citrus mealybug	English			
324854	citrus mealybug	English	032	throughout the world	
324854	cochenille de l'oranger	French	US	USA	
324854	cochonilha-algodao	Portuguese	PT	Portugal	
324854	Coffee mealybug	English	PH	Philippines	
324854	Oriental cacao mealybug	English			
324854	Oriental cacao mealybug	English	285	Phillipines	
324854	kimhit hehadar	Hebrew			
324854	cotonet	Esperanto			
324854	piojo de los cítricos	Spanish			
324864	long-setae mealybug	English	040	USA: California	
324870	desert thorn mealybug	English	032	throughout the world	
324885	mandio mealybug	English			
324903	large setae mealybug	English	040	USA: California	
324910	orchid mealybug	English	040	USA: California	
324922	cacao mealybug	English			
324928	pine mealybug	English			
324950	Ebony mealybug, ebony mealybug	English	US	USA	
324952	pleasant grass mealybug	English			
324968	prune pseudococcus mealybug	English	040	USA: California	
324971	false obscure mealybug	English	040	USA: California	
324973	Ferris oak mealybug	English	032	throughout the world	
324979	Puerto Rican mealybug	English	US	USA	
325012	yellowish sugarcane mealybug	English	PH	Philippines	
325023	Schuster Galapagos mealybug	English	040	USA: California	
325045	Hambleton mealybug	English	US	USA	
325054	oral-rim mealybug	English	US	USA	
325059	Florida trochanter mealybug	English	US	USA	
325060	eastern trochanter mealybug	English	US	USA	
325060	sparse mealybug	English	040	USA: California	
325061	ground orchid mealybug	English	PH	Philippines	
325088	Timberlake mealybug	English	032	throughout the world	
325091	guernsey grass mealybug	English			
325131	Nassonov's mealybug	English			
325137	taxus mealybug	English			
325142	large Yucca mealybug	English	040	USA: California	
325152	Kuwana brown mealybug	English	032	throughout the world	
325166	grass Puto mealybug	English			
325166	grass Puto mealybug	English	040	USA: California	
325166	grass-infesting puto	English	040	USA: California	
